scenario,wind_scenario,pv_scenario,hour,time,wind_pu,pv_pu,wind_mw,pv_mw,renewable_mw,purchase_price_yuan_per_kwh,sell_price_yuan_per_kwh,regular_load_mw,production_load_factor,process_load_factor,alk_load_mw,pem_load_mw,ammonia_load_mw,process_load_mw,ammonia_output_t,total_load_mw,production_on,storage_charge_mw,storage_discharge_mw,storage_soc_mwh,curtailment_mw,regular_shed_mw,storage_mode_binary,offgrid_balance_error_mw,mode,storage_capacity_mwh
W1_PV1,1,1,10,10:00-11:00,0.2976,0.82,11.904,52.48,64.384,0.8024,0.3779,4.1202,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.6202,1,0.0,0.0,-0.0,18.763800000000003,0.0,0,0.0,offgrid_storage,5.0
W1_PV1,1,1,11,11:00-12:00,0.1934,0.86,7.736,55.04,62.775999999999996,0.8024,0.3779,3.9000000000000004,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.4,1,0.0,0.0,-0.0,17.375999999999998,0.0,0,0.0,offgrid_storage,5.0
W1_PV1,1,1,12,12:00-13:00,0.2139,0.88,8.556000000000001,56.32,64.876,0.8024,0.3779,3.2598000000000003,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.7598,1,0.0,0.0,-0.0,20.116200000000006,0.0,0,0.0,offgrid_storage,5.0
W1_PV1,1,1,13,13:00-14:00,0.363,0.88,14.52,56.32,70.84,0.8024,0.3779,2.6898,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.1898,1,0.0,0.0,-0.0,26.650199999999998,0.0,0,0.0,offgrid_storage,5.0
W1_PV1,1,1,14,14:00-15:00,0.1677,0.82,6.707999999999999,52.48,59.187999999999995,0.8024,0.3779,3.63,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.13,1,0.55666889334224,0.0,0.501002004008016,13.501331106657753,0.0,1,0.0,offgrid_storage,5.0
W1_PV1,1,1,15,15:00-16:00,0.2794,0.7,11.175999999999998,44.8,55.976,0.6074,0.3779,3.8202000000000003,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.3202,1,5.0,0.0,5.0,5.655799999999999,0.0,1,0.0,offgrid_storage,5.0
W1_PV1,1,1,16,16:00-17:00,0.2527,0.52,10.107999999999999,33.28,43.388,0.6074,0.3779,3.75,0.9563867300668316,0.9563867300668316,19.127734601336634,19.127734601336634,1.4345800951002474,39.69004929777351,2.869160190200495,43.44004929777351,1,0.0,0.05204929777351158,4.932167446918321,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV1,1,1,17,17:00-18:00,0.1596,0.38,6.3839999999999995,24.32,30.704,0.6074,0.3779,3.1398,0.6641975903614458,0.6641975903614458,13.283951807228915,13.283951807228915,0.9962963855421687,27.5642,1.9925927710843374,30.704,1,0.0,0.0,4.922303112024487,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV1,1,1,18,18:00-19:00,0.1607,0.18,6.428000000000001,11.52,17.948,0.8024,0.3779,2.61,0.36959036144578317,0.36959036144578317,7.391807228915663,7.391807228915663,0.5543855421686747,15.338000000000001,1.1087710843373495,17.948,1,0.0,0.0,4.912458505800438,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV1,1,1,19,19:00-20:00,0.1434,0.0,5.736,0.0,5.736,0.8024,0.3779,2.1198,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,6.2698,1,0.0,0.5338000000000006,4.309522477677725,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV1,1,1,20,20:00-21:00,0.0938,0.0,3.752,0.0,3.752,0.8024,0.3779,1.8599999999999999,0.09999999999999999,0.09999999999999999,1.9999999999999998,1.9999999999999998,0.15,4.1499999999999995,0.3,6.01,1,0.0,2.258,1.792014543833481,0.0,0.0,0,8.881784197001252e-16,offgrid_storage,5.0
W1_PV1,1,1,21,21:00-22:00,0.0923,0.0,3.6919999999999997,0.0,3.6919999999999997,0.6074,0.3779,1.6301999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6301999999999999,0,2.0618,0.0,3.644050514745814,0.0,0.0,1,0.0,offgrid_storage,5.0
W1_PV1,1,1,22,22:00-23:00,0.122,0.0,4.88,0.0,4.88,0.6074,0.3779,1.56,0.09999999999999998,0.09999999999999998,1.9999999999999996,1.9999999999999996,0.14999999999999997,4.1499999999999995,0.29999999999999993,5.709999999999999,1,0.0,0.8299999999999994,2.7145401914941005,0.0,0.0,0,-8.881784197001252e-16,offgrid_storage,5.0
W1_PV1,1,1,23,23:00-24:00,0.0798,0.0,3.1919999999999997,0.0,3.1919999999999997,0.3424,0.3779,1.4802,0.10000000000000002,0.10000000000000002,2.0000000000000004,2.0000000000000004,0.15000000000000002,4.150000000000001,0.30000000000000004,5.630200000000001,1,0.0,2.438200000000001,0.0,0.0,0.0,0,-8.881784197001252e-16,offgrid_storage,5.0
W1_PV2,1,2,0,0:00-1:00,0.2444,0.0,9.776,0.0,9.776,0.3424,0.3779,1.3698000000000001,0.20255903614457832,0.20255903614457832,4.051180722891567,4.051180722891567,0.30383855421686745,8.4062,0.6076771084337349,9.776,1,0.0,0.0,-0.0,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,1,1:00-2:00,0.2726,0.0,10.904,0.0,10.904,0.3424,0.3779,1.0997999999999999,0.2362457831325301,0.2362457831325301,4.724915662650602,4.724915662650602,0.3543686746987952,9.8042,0.7087373493975904,10.904,1,0.0,0.0,-0.0,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,2,2:00-3:00,0.3788,0.0,15.152000000000001,0.0,15.152000000000001,0.3424,0.3779,0.7998000000000001,0.3458361445783133,0.3458361445783133,6.916722891566266,6.916722891566266,0.5187542168674699,14.352200000000002,1.0375084337349398,15.152000000000001,1,0.0,0.0,-0.0,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,3,3:00-4:00,0.3328,0.0,13.312,0.0,13.312,0.3424,0.3779,0.99,0.2969156626506024,0.2969156626506024,5.938313253012048,5.938313253012048,0.44537349397590353,12.322,0.8907469879518071,13.312,1,0.0,0.0,-0.0,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,4,4:00-5:00,0.3768,0.0,15.072000000000001,0.0,15.072000000000001,0.3424,0.3779,1.1802000000000001,0.3347421686746988,0.3347421686746988,6.694843373493976,6.694843373493976,0.5021132530120482,13.8918,1.0042265060240965,15.072,1,0.0,0.0,-0.0,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,5,5:00-6:00,0.4681,0.0,18.724,0.0,18.724,0.3424,0.3779,1.6301999999999999,0.4118987951807229,0.4118987951807229,8.237975903614458,8.237975903614458,0.6178481927710844,17.0938,1.2356963855421688,18.724,1,0.0,0.0,-0.0,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,6,6:00-7:00,0.2407,0.0,9.628,0.0,9.628,0.3424,0.3779,2.5002,0.1717542168674699,0.1717542168674699,3.435084337349398,3.435084337349398,0.2576313253012048,7.127800000000001,0.5152626506024096,9.628,1,0.0,0.0,-0.0,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,7,7:00-8:00,0.5701,0.05,22.804000000000002,3.2,26.004,0.6074,0.3779,3.3701999999999996,0.5453927710843374,0.5453927710843374,10.907855421686747,10.907855421686747,0.818089156626506,22.6338,1.636178313253012,26.004,1,0.0,0.0,-0.0,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,8,8:00-9:00,0.4463,0.17,17.852,10.88,28.732,0.6074,0.3779,4.0098,0.5957156626506024,0.5957156626506024,11.914313253012047,11.914313253012047,0.8935734939759036,24.722199999999997,1.7871469879518072,28.732,1,0.0,0.0,-0.0,0.0,0.0,0,3.552713678800501e-15,offgrid_storage,5.0
W1_PV2,1,2,9,9:00-10:00,0.3582,0.28,14.328000000000001,17.92,32.248000000000005,0.6074,0.3779,4.199999999999999,0.6758554216867472,0.6758554216867472,13.517108433734943,13.517108433734943,1.0137831325301208,28.04800000000001,2.0275662650602415,32.248000000000005,1,0.0,0.0,-0.0,0.0,0.0,0,-3.552713678800501e-15,offgrid_storage,5.0
W1_PV2,1,2,10,10:00-11:00,0.2976,0.39,11.904,24.96,36.864000000000004,0.8024,0.3779,4.1202,0.7890072289156628,0.7890072289156628,15.780144578313255,15.780144578313255,1.1835108433734942,32.74380000000001,2.3670216867469884,36.864000000000004,1,0.0,0.0,-0.0,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,11,11:00-12:00,0.1934,0.49,7.736,31.36,39.096,0.8024,0.3779,3.9000000000000004,0.8480963855421686,0.8480963855421686,16.961927710843373,16.961927710843373,1.2721445783132528,35.196,2.5442891566265056,39.096,1,0.0,0.0,-0.0,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,12,12:00-13:00,0.2139,0.56,8.556000000000001,35.84,44.396,0.8024,0.3779,3.2598000000000003,0.9912337349397591,0.9912337349397591,19.82467469879518,19.82467469879518,1.4868506024096386,41.1362,2.9737012048192772,44.396,1,0.0,0.0,-0.0,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,13,13:00-14:00,0.363,0.58,14.52,37.12,51.64,0.8024,0.3779,2.6898,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.1898,1,5.0,0.0,4.5,2.4502000000000024,0.0,1,0.0,offgrid_storage,5.0
W1_PV2,1,2,14,14:00-15:00,0.1677,0.5,6.707999999999999,32.0,38.708,0.8024,0.3779,3.63,0.8452530120481927,0.8452530120481927,16.905060240963856,16.905060240963856,1.267879518072289,35.078,2.535759036144578,38.708000000000006,1,0.0,0.0,4.491,0.0,0.0,0,-7.105427357601002e-15,offgrid_storage,5.0
W1_PV2,1,2,15,15:00-16:00,0.2794,0.4,11.175999999999998,25.6,36.775999999999996,0.6074,0.3779,3.8202000000000003,0.7941156626506023,0.7941156626506023,15.882313253012047,15.882313253012047,1.1911734939759033,32.955799999999996,2.3823469879518067,36.775999999999996,1,0.0,0.0,4.482018,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,16,16:00-17:00,0.2527,0.3,10.107999999999999,19.2,29.308,0.6074,0.3779,3.75,0.615855421686747,0.615855421686747,12.31710843373494,12.31710843373494,0.9237831325301205,25.558,1.847566265060241,29.308,1,0.0,0.0,4.473053964,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,17,17:00-18:00,0.1596,0.15,6.3839999999999995,9.6,15.983999999999998,0.6074,0.3779,3.1398,0.3094987951807228,0.3094987951807228,6.189975903614457,6.189975903614457,0.4642481927710842,12.844199999999997,0.9284963855421684,15.983999999999998,1,0.0,0.0,4.464107856072,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,18,18:00-19:00,0.1607,0.05,6.428000000000001,3.2,9.628,0.8024,0.3779,2.61,0.15686535835500454,0.15686535835500454,3.137307167100091,3.137307167100091,0.2352980375325068,6.509912371732689,0.4705960750650136,9.119912371732688,1,0.5080876282673121,0.0,4.912458505800437,0.0,0.0,1,-4.440892098500626e-16,offgrid_storage,5.0
W1_PV2,1,2,19,19:00-20:00,0.1434,0.0,5.736,0.0,5.736,0.8024,0.3779,2.1198,0.10000000000000002,0.10000000000000002,2.0000000000000004,2.0000000000000004,0.15000000000000002,4.150000000000001,0.30000000000000004,6.269800000000002,1,0.0,0.5338000000000014,4.3095224776777235,0.0,0.0,0,-8.881784197001252e-16,offgrid_storage,5.0
W1_PV2,1,2,20,20:00-21:00,0.0938,0.0,3.752,0.0,3.752,0.8024,0.3779,1.8599999999999999,0.09999999999999999,0.09999999999999999,1.9999999999999998,1.9999999999999998,0.15,4.1499999999999995,0.3,6.01,1,0.0,2.258,1.7920145438334818,0.0,0.0,0,8.881784197001252e-16,offgrid_storage,5.0
W1_PV2,1,2,21,21:00-22:00,0.0923,0.0,3.6919999999999997,0.0,3.6919999999999997,0.6074,0.3779,1.6301999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6301999999999999,0,2.0618,0.0,3.6440505147458153,0.0,0.0,1,0.0,offgrid_storage,5.0
W1_PV2,1,2,22,22:00-23:00,0.122,0.0,4.88,0.0,4.88,0.6074,0.3779,1.56,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,5.710000000000001,1,0.0,0.8300000000000002,2.714540191494101,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV2,1,2,23,23:00-24:00,0.0798,0.0,3.1919999999999997,0.0,3.1919999999999997,0.3424,0.3779,1.4802,0.10000000000000003,0.10000000000000003,2.000000000000001,2.000000000000001,0.15000000000000005,4.150000000000002,0.3000000000000001,5.630200000000002,1,0.0,2.4382000000000015,-0.0,0.0,0.0,0,-8.881784197001252e-16,offgrid_storage,5.0
W1_PV3,1,3,0,0:00-1:00,0.2444,0.0,9.776,0.0,9.776,0.3424,0.3779,1.3698000000000001,0.20255903614457832,0.20255903614457832,4.051180722891567,4.051180722891567,0.30383855421686745,8.4062,0.6076771084337349,9.776,1,0.0,0.0,1.537538760000001,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,1,1:00-2:00,0.2726,0.0,10.904,0.0,10.904,0.3424,0.3779,1.0997999999999999,0.2362457831325301,0.2362457831325301,4.724915662650602,4.724915662650602,0.3543686746987952,9.8042,0.7087373493975904,10.904,1,0.0,0.0,1.5344636824800015,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,2,2:00-3:00,0.3788,0.0,15.152000000000001,0.0,15.152000000000001,0.3424,0.3779,0.7998000000000001,0.3458361445783133,0.3458361445783133,6.916722891566266,6.916722891566266,0.5187542168674699,14.352200000000002,1.0375084337349398,15.152000000000001,1,0.0,0.0,1.5313947551150415,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,3,3:00-4:00,0.3328,0.0,13.312,0.0,13.312,0.3424,0.3779,0.99,0.2969156626506024,0.2969156626506024,5.938313253012048,5.938313253012048,0.44537349397590353,12.322,0.8907469879518071,13.312,1,0.0,0.0,1.5283319656048115,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,4,4:00-5:00,0.3768,0.0,15.072000000000001,0.0,15.072000000000001,0.3424,0.3779,1.1802000000000001,0.3347421686746988,0.3347421686746988,6.694843373493976,6.694843373493976,0.5021132530120482,13.8918,1.0042265060240965,15.072,1,0.0,0.0,1.5252753016736018,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,5,5:00-6:00,0.4681,0.0,18.724,0.0,18.724,0.3424,0.3779,1.6301999999999999,0.4118987951807229,0.4118987951807229,8.237975903614458,8.237975903614458,0.6178481927710844,17.0938,1.2356963855421688,18.724,1,0.0,0.0,1.5222247510702547,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,6,6:00-7:00,0.2407,0.0,9.628,0.0,9.628,0.3424,0.3779,2.5002,0.1717542168674699,0.1717542168674699,3.435084337349398,3.435084337349398,0.2576313253012048,7.127800000000001,0.5152626506024096,9.628,1,0.0,0.0,1.5191803015681147,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,7,7:00-8:00,0.5701,0.02,22.804000000000002,1.28,24.084000000000003,0.6074,0.3779,3.3701999999999996,0.49912771084337354,0.49912771084337354,9.98255421686747,9.98255421686747,0.7486915662650603,20.7138,1.4973831325301206,24.084,1,0.0,0.0,1.5161419409649783,0.0,0.0,0,3.552713678800501e-15,offgrid_storage,5.0
W1_PV3,1,3,8,8:00-9:00,0.4463,0.05,17.852,3.2,21.052,0.6074,0.3779,4.0098,0.410655421686747,0.410655421686747,8.21310843373494,8.21310843373494,0.6159831325301205,17.0422,1.231966265060241,21.052,1,0.0,0.0,1.5131096570830485,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,9,9:00-10:00,0.3582,0.08,14.328000000000001,5.12,19.448,0.6074,0.3779,4.199999999999999,0.367421686746988,0.367421686746988,7.34843373493976,7.34843373493976,0.551132530120482,15.248000000000001,1.102265060240964,19.448,1,0.0,0.0,1.5100834377688823,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,10,10:00-11:00,0.2976,0.12,11.904,7.68,19.584,0.8024,0.3779,4.1202,0.3726216867469879,0.3726216867469879,7.452433734939758,7.452433734939758,0.5589325301204819,15.463799999999997,1.1178650602409639,19.583999999999996,1,0.0,0.0,1.507063270893345,0.0,0.0,0,1.7763568394002505e-15,offgrid_storage,5.0
W1_PV3,1,3,11,11:00-12:00,0.1934,0.18,7.736,11.52,19.256,0.8024,0.3779,3.9000000000000004,0.3700240963855422,0.3700240963855422,7.400481927710843,7.400481927710843,0.5550361445783133,15.356,1.1100722891566266,19.256,1,0.0,0.0,1.5040491443515585,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,12,12:00-13:00,0.2139,0.22,8.556000000000001,14.08,22.636000000000003,0.8024,0.3779,3.2598000000000003,0.4668963855421688,0.4668963855421688,9.337927710843376,9.337927710843376,0.7003445783132531,19.376200000000004,1.4006891566265063,22.636000000000003,1,0.0,0.0,1.5010410460628554,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,13,13:00-14:00,0.363,0.22,14.52,14.08,28.6,0.8024,0.3779,2.6898,0.6243421686746988,0.6243421686746988,12.486843373493976,12.486843373493976,0.9365132530120482,25.9102,1.8730265060240965,28.6,1,0.0,0.0,1.4980389639707297,0.0,0.0,0,3.552713678800501e-15,offgrid_storage,5.0
W1_PV3,1,3,14,14:00-15:00,0.1677,0.18,6.707999999999999,11.52,18.227999999999998,0.8024,0.3779,3.63,0.35175903614457826,0.35175903614457826,7.035180722891566,7.035180722891566,0.5276385542168673,14.597999999999999,1.0552771084337347,18.227999999999998,1,0.0,0.0,1.4950428860427882,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,15,15:00-16:00,0.2794,0.11,11.175999999999998,7.04,18.215999999999998,0.6074,0.3779,3.8202000000000003,0.34688674698795174,0.34688674698795174,6.937734939759035,6.937734939759035,0.5203301204819276,14.395799999999998,1.0406602409638552,18.215999999999998,1,0.0,0.0,1.4920528002707028,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,16,16:00-17:00,0.2527,0.08,10.107999999999999,5.12,15.227999999999998,0.6074,0.3779,3.75,0.276578313253012,0.276578313253012,5.53156626506024,5.53156626506024,0.41486746987951806,11.477999999999998,0.8297349397590361,15.227999999999998,1,0.0,0.0,1.4890686946701617,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,17,17:00-18:00,0.1596,0.05,6.3839999999999995,3.2,9.584,0.6074,0.3779,3.1398,0.15528192771084337,0.15528192771084337,3.1056385542168674,3.1056385542168674,0.23292289156626506,6.4441999999999995,0.4658457831325301,9.584,1,0.0,0.0,1.4860905572808214,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,18,18:00-19:00,0.1607,0.02,6.428000000000001,1.28,7.708000000000001,0.8024,0.3779,2.61,0.10502848433286759,0.10502848433286759,2.1005696866573516,2.1005696866573516,0.15754272649930137,4.358682099814004,0.31508545299860274,6.9686820998140035,1,0.7393179001859959,0.0,2.148504486333656,0.0,0.0,1,7.771561172376096e-16,offgrid_storage,5.0
W1_PV3,1,3,19,19:00-20:00,0.1434,0.0,5.736,0.0,5.736,0.8024,0.3779,2.1198,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,6.2698,1,0.0,0.5338000000000008,1.5510963662498767,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV3,1,3,20,20:00-21:00,0.0938,0.0,3.752,0.0,3.752,0.8024,0.3779,1.8599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8599999999999999,0,1.8920000000000001,0.0,3.250794173517377,0.0,0.0,1,-2.220446049250313e-16,offgrid_storage,5.0
W1_PV3,1,3,21,21:00-22:00,0.0923,0.0,3.6919999999999997,0.0,3.6919999999999997,0.6074,0.3779,1.6301999999999999,0.09999999999999999,0.09999999999999999,1.9999999999999998,1.9999999999999998,0.15,4.1499999999999995,0.3,5.780199999999999,1,0.0,2.0882,0.9240703629481201,0.0,0.0,0,8.881784197001252e-16,offgrid_storage,5.0
W1_PV3,1,3,22,22:00-23:00,0.122,0.0,4.88,0.0,4.88,0.6074,0.3779,1.56,0.10000000000000003,0.10000000000000003,2.000000000000001,2.000000000000001,0.15000000000000005,4.150000000000002,0.3000000000000001,5.710000000000003,1,0.0,0.8300000000000014,-0.0,0.0,0.0,0,-1.7763568394002505e-15,offgrid_storage,5.0
W1_PV3,1,3,23,23:00-24:00,0.0798,0.0,3.1919999999999997,0.0,3.1919999999999997,0.3424,0.3779,1.4802,1.070094481566416e-17,1.070094481566416e-17,2.1401889631328319e-16,2.1401889631328319e-16,1.605141722349624e-17,4.440892098500626e-16,3.210283444699248e-17,1.4802000000000004,0,1.7117999999999993,0.0,1.540620000000001,0.0,0.0,1,0.0,offgrid_storage,5.0
W1_PV4,1,4,0,0:00-1:00,0.2444,0.0,9.776,0.0,9.776,0.3424,0.3779,1.3698000000000001,0.20255903614457832,0.20255903614457832,4.051180722891567,4.051180722891567,0.30383855421686745,8.4062,0.6076771084337349,9.776,1,0.0,0.0,2.0398184675278017,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV4,1,4,1,1:00-2:00,0.2726,0.0,10.904,0.0,10.904,0.3424,0.3779,1.0997999999999999,0.2362457831325301,0.2362457831325301,4.724915662650602,4.724915662650602,0.3543686746987952,9.8042,0.7087373493975904,10.904,1,0.0,0.0,2.035738830592746,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV4,1,4,2,2:00-3:00,0.3788,0.0,15.152000000000001,0.0,15.152000000000001,0.3424,0.3779,0.7998000000000001,0.3458361445783133,0.3458361445783133,6.916722891566266,6.916722891566266,0.5187542168674699,14.352200000000002,1.0375084337349398,15.152000000000001,1,0.0,0.0,2.0316673529315605,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV4,1,4,3,3:00-4:00,0.3328,0.0,13.312,0.0,13.312,0.3424,0.3779,0.99,0.2969156626506024,0.2969156626506024,5.938313253012048,5.938313253012048,0.44537349397590353,12.322,0.8907469879518071,13.312,1,0.0,0.0,2.0276040182256976,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV4,1,4,4,4:00-5:00,0.3768,0.0,15.072000000000001,0.0,15.072000000000001,0.3424,0.3779,1.1802000000000001,0.3347421686746988,0.3347421686746988,6.694843373493976,6.694843373493976,0.5021132530120482,13.8918,1.0042265060240965,15.072,1,0.0,0.0,2.0235488101892463,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV4,1,4,5,5:00-6:00,0.4681,0.0,18.724,0.0,18.724,0.3424,0.3779,1.6301999999999999,0.4118987951807229,0.4118987951807229,8.237975903614458,8.237975903614458,0.6178481927710844,17.0938,1.2356963855421688,18.724,1,0.0,0.0,2.019501712568868,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV4,1,4,6,6:00-7:00,0.2407,0.0,9.628,0.0,9.628,0.3424,0.3779,2.5002,0.1717542168674699,0.1717542168674699,3.435084337349398,3.435084337349398,0.2576313253012048,7.127800000000001,0.5152626506024096,9.628,1,0.0,0.0,2.0154627091437303,0.0,0.0,0,0.0,offgrid_storage,5.0
W1_PV4,1,4,7,7:00-8:00,0.5701,0.0,22.804000000000002,0.0,22.804000000000002,0.6074,0.3779,3.3701999999999996,0.4682843373493976,0.4682843373493976,9.365686746987953,9.365686746987953,0.7024265060240964,19.4338,1.4048530120481928,22.804000000000002,1,0.0,0.0,2.0114317837254427,0.0,0.0,0,0.0,offgrid_storage,5.0
