scenario,wind_scenario,pv_scenario,hour,time,wind_pu,pv_pu,wind_mw,pv_mw,renewable_mw,purchase_price_yuan_per_kwh,sell_price_yuan_per_kwh,regular_load_mw,production_load_factor,process_load_factor,alk_load_mw,pem_load_mw,ammonia_load_mw,process_load_mw,ammonia_output_t,total_load_mw,production_on,grid_purchase_mw,grid_sale_mw,grid_exchange_mw,purchase_sale_binary,target_ammonia_t,mode
W1_PV3,1,3,13,13:00-14:00,0.363,0.22,14.52,14.08,28.6,0.8024,0.3779,2.6898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6898,0,0.0,25.910200000000003,-25.910200000000003,0,19.939726416854025,grid_connected_same_production
W1_PV3,1,3,14,14:00-15:00,0.1677,0.18,6.707999999999999,11.52,18.227999999999998,0.8024,0.3779,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0,0.0,14.597999999999999,-14.597999999999999,0,19.939726416854025,grid_connected_same_production
W1_PV3,1,3,15,15:00-16:00,0.2794,0.11,11.175999999999998,7.04,18.215999999999998,0.6074,0.3779,3.8202000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8202000000000003,0,0.0,14.395800000000541,-14.395800000000541,0,19.939726416854025,grid_connected_same_production
W1_PV3,1,3,16,16:00-17:00,0.2527,0.08,10.107999999999999,5.12,15.227999999999998,0.6074,0.3779,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0,0.0,11.477999999999998,-11.477999999999998,0,19.939726416854025,grid_connected_same_production
W1_PV3,1,3,17,17:00-18:00,0.1596,0.05,6.3839999999999995,3.2,9.584,0.6074,0.3779,3.1398,2.140188963132832e-17,2.140188963132832e-17,4.2803779262656637e-16,4.2803779262656637e-16,3.210283444699248e-17,8.881784197001252e-16,6.420566889398497e-17,3.139800000000001,0,0.0,6.444199999999999,-6.444199999999999,0,19.939726416854025,grid_connected_same_production
W1_PV3,1,3,18,18:00-19:00,0.1607,0.02,6.428000000000001,1.28,7.708000000000001,0.8024,0.3779,2.61,2.140188963132832e-17,2.140188963132832e-17,4.2803779262656637e-16,4.2803779262656637e-16,3.210283444699248e-17,8.881784197001252e-16,6.420566889398497e-17,2.6100000000000008,0,0.0,5.098,-5.098,0,19.939726416854025,grid_connected_same_production
W1_PV3,1,3,19,19:00-20:00,0.1434,0.0,5.736,0.0,5.736,0.8024,0.3779,2.1198,2.140188963132832e-17,2.140188963132832e-17,4.2803779262656637e-16,4.2803779262656637e-16,3.210283444699248e-17,8.881784197001252e-16,6.420566889398497e-17,2.119800000000001,0,0.0,3.6161999999999987,-3.6161999999999987,0,19.939726416854025,grid_connected_same_production
W1_PV3,1,3,20,20:00-21:00,0.0938,0.0,3.752,0.0,3.752,0.8024,0.3779,1.8599999999999999,1.070094481566416e-17,1.070094481566416e-17,2.1401889631328319e-16,2.1401889631328319e-16,1.605141722349624e-17,4.440892098500626e-16,3.210283444699248e-17,1.8600000000000003,0,0.0,1.8919999999999995,-1.8919999999999995,0,19.939726416854025,grid_connected_same_production
W1_PV3,1,3,21,21:00-22:00,0.0923,0.0,3.6919999999999997,0.0,3.6919999999999997,0.6074,0.3779,1.6301999999999999,1.070094481566416e-17,1.070094481566416e-17,2.1401889631328319e-16,2.1401889631328319e-16,1.605141722349624e-17,4.440892098500626e-16,3.210283444699248e-17,1.6302000000000003,0,0.0,2.0617999999999994,-2.0617999999999994,0,19.939726416854025,grid_connected_same_production
W1_PV3,1,3,22,22:00-23:00,0.122,0.0,4.88,0.0,4.88,0.6074,0.3779,1.56,1.070094481566416e-17,1.070094481566416e-17,2.1401889631328319e-16,2.1401889631328319e-16,1.605141722349624e-17,4.440892098500626e-16,3.210283444699248e-17,1.5600000000000005,0,0.0,3.3199999999999994,-3.3199999999999994,0,19.939726416854025,grid_connected_same_production
W1_PV3,1,3,23,23:00-24:00,0.0798,0.0,3.1919999999999997,0.0,3.1919999999999997,0.3424,0.3779,1.4802,0.9999999999999999,0.9999999999999999,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,2.9999999999999996,42.980199999999996,1,39.788199999999996,0.0,39.788199999999996,1,19.939726416854025,grid_connected_same_production
W1_PV4,1,4,0,0:00-1:00,0.2444,0.0,9.776,0.0,9.776,0.3424,0.3779,1.3698000000000001,0.9999999999999997,0.9999999999999997,19.999999999999993,19.999999999999993,1.4999999999999996,41.499999999999986,2.999999999999999,42.869799999999984,1,33.09379999999999,0.0,33.09379999999999,1,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,1,1:00-2:00,0.2726,0.0,10.904,0.0,10.904,0.3424,0.3779,1.0997999999999999,0.9999999999999998,0.9999999999999998,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,2.999999999999999,42.599799999999995,1,31.69579999999999,0.0,31.69579999999999,1,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,2,2:00-3:00,0.3788,0.0,15.152000000000001,0.0,15.152000000000001,0.3424,0.3779,0.7998000000000001,4.708415718892231e-16,4.708415718892231e-16,9.41683143778446e-15,9.41683143778446e-15,7.062623578338346e-16,1.9539925233402755e-14,1.4125247156676693e-15,0.7998000000000196,0,0.0,14.352199999999982,-14.352199999999982,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,3,3:00-4:00,0.3328,0.0,13.312,0.0,13.312,0.3424,0.3779,0.99,0.9826324992830977,0.9826324992830977,19.652649985661952,19.652649985661952,1.4739487489246466,40.77924872024855,2.947897497849293,41.769248720248555,1,28.457248720248558,0.0,28.457248720248558,1,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,4,4:00-5:00,0.3768,0.0,15.072000000000001,0.0,15.072000000000001,0.3424,0.3779,1.1802000000000001,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,5.3302000000000005,1,0.0,9.7418,-9.7418,0,15.247897485631455,grid_connected_same_production
